-12000.0 -2500.0 0.0 0.0 0.0 0.25 0.0	-11500.0 -2500.0 0.0 0.0 0.0 0.25 0.0	-12000.0 -2000.0 0.0 0.0 0.0 0.25 0.0	-11500.0 -2000.0 0.0 0.0 0.0 0.25 0.0  1
-4500.0 11000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 11000.0 0.0 0.0 0.0 0.25 0.0	-4500.0 11500.0 0.0 0.0 0.0 0.25 0.0	-4000.0 11500.0 0.0 0.0 0.0 0.25 0.0  1
-4000.0 10000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 10000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 10500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 10500.0 0.0 0.0 0.0 0.25 0.0  1
-12000.0 500.0 0.0 0.0 0.0 0.25 0.0	-11500.0 500.0 0.0 0.0 0.0 0.25 0.0	-12000.0 1000.0 0.0 0.0 0.0 0.25 0.0	-11500.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
-4000.0 9500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 9500.0 0.0 0.0 0.0 0.25 0.0	-4000.0 10000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 10000.0 0.0 0.0 0.0 0.25 0.0  1
-4000.0 9000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 9000.0 0.0 0.0 0.0 0.25 0.0	-4000.0 9500.0 0.0 0.0 0.0 0.25 0.0	-3500.0 9500.0 0.0 0.0 0.0 0.25 0.0  1
-7500.0 -7500.0 0.0 0.0 0.0 0.25 0.0	-7000.0 -7500.0 0.0 0.0 0.0 0.25 0.0	-7500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-7000.0 -7000.0 0.0 0.0 0.0 0.25 0.0  1
-3000.0 -7500.0 0.0 0.0 0.0 0.25 0.0	-2500.0 -7500.0 0.0 0.0 0.0 0.25 0.0	-3000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-2500.0 -7000.0 0.0 0.0 0.0 0.25 0.0  1
1000.0 -7500.0 0.0 0.0 0.0 0.25 0.0	1500.0 -7500.0 0.0 0.0 0.0 0.25 0.0	1000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	1500.0 -7000.0 0.0 0.0 0.0 0.25 0.0  1
-9500.0 -7500.0 0.0 0.0 0.0 0.25 0.0	-9000.0 -7500.0 0.0 0.0 0.0 0.25 0.0	-9500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-9000.0 -7000.0 0.0 0.0 0.0 0.25 0.0  1
500.0 -7500.0 0.0 0.0 0.0 0.25 0.0	1000.0 -7500.0 0.0 0.0 0.0 0.25 0.0	500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	1000.0 -7000.0 0.0 0.0 0.0 0.25 0.0  1
-8500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-8000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-8500.0 -6500.0 0.0 0.0 0.0 0.25 0.0	-8000.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
-1500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-1000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-1500.0 -6500.0 0.0 0.0 0.0 0.25 0.0	-1000.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
-3500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-3000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-3500.0 -6500.0 0.0 0.0 0.0 0.25 0.0	-3000.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
-10000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-9500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-10000.0 -6500.0 0.0 0.0 0.0 0.25 0.0	-9500.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
-8000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-7500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-8000.0 -6500.0 0.0 0.0 0.0 0.25 0.0	-7500.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
10000.0 -2000.0 0.0 0.0 0.0 0.25 0.0	10500.0 -2000.0 0.0 0.0 0.0 0.25 0.0	10000.0 -1500.0 0.0 0.0 0.0 0.25 0.0	10500.0 -1500.0 0.0 0.0 0.0 0.25 0.0  1
4000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	4500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	4000.0 -6500.0 0.0 0.0 0.0 0.25 0.0	4500.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
-7000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-6500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-7000.0 -6500.0 0.0 0.0 0.0 0.25 0.0	-6500.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
3500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	4000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	3500.0 -6500.0 0.0 0.0 0.0 0.25 0.0	4000.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
2000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	2500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	2000.0 -6500.0 0.0 0.0 0.0 0.25 0.0	2500.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
0.0 -7000.0 0.0 0.0 0.0 0.25 0.0	500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	0.0 -6500.0 0.0 0.0 0.0 0.25 0.0	500.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
-2500.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-2000.0 -7000.0 0.0 0.0 0.0 0.25 0.0	-2500.0 -6500.0 0.0 0.0 0.0 0.25 0.0	-2000.0 -6500.0 0.0 0.0 0.0 0.25 0.0  1
